client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356144.mp3	მდებარეობს გუდამაყრის ქედის აღმოსავლეთ კალთაზე.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356156.mp3	ინტერიერში ყრია ჩამონაშალი ქვა და მიწა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356153.mp3	აცეტილქოლინის სეკრეტორული ნეირონების დაზიანება, ალცჰაიმერის დროს, პაციენტში მეხსიერების დარღვევას იწვევს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356155.mp3	წარმოადგენს მდინარე აჭარისწყლის მარჯვენა შენაკადს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356162.mp3	ის გულისხმობს, რომ ყოველ ადამიანს აქვს სიცოცხლის თანდაყოლილი უფლება.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356143.mp3	კარგად იცის ინგლისური და ფრანგული ენა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356163.mp3	განსაკუთრებით ბევრია ბაქტერიები კანზე და კუჭ–ნაწლავში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356152.mp3	პროტექტორატის საშუალებით საფრანგეთი ცდილობდა ამ ტერიტორიაზე არსებული იმერინის სამეფოს საგარეო პოლიტიკის კონტროლს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356157.mp3	სადაც თამაშობდნენ ქართველი მოჭადრაკეები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356158.mp3	ხევსურეთის ეკონომიკა დამყარებული იყო ნატურალურ მეურნეობაზე.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356159.mp3	ამ დროს აღმოცენდა ნესტორის ერესი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356160.mp3	გავრცელებულია ზღვის იშვიათი ფრინველები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356161.mp3	გადაღებულია ბრაზილიური ზღაპრის მიხედვით.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356154.mp3	ქალაქში თანდათანობით ჩამოყალიბდა ძმათა სასაფლაო.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356176.mp3	ჰერას საშველად მისული ღმერთები განრისხებულმა ზევსმა მიწაზე დაანარცხა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356181.mp3	სიდჰართა გაუტამა ამის ერთ-ერთი მაგალითია.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356185.mp3	ამჟამინდელი ეკლესიის კედლები ძირითადად რიყის ქვისაა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356184.mp3	ალფონსომ გაქცევა მოახერხა და თავი ტოლედოს ემის შეაფარა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356180.mp3	ნაგებობაზე მიშენებულია მცირე მართკუთხა ნაგებობა, რომელიც ამჟამად შესასვლელის ფუნქციას ასრულებს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356186.mp3	დაოჯახებულია და ჰყავს ერთი შვილი, იცის ინგლისური, იაპონური, გერმანული და რუსული ენები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356177.mp3	შედეგად, ეს არის პინკ ფლოიდის ერთადერთი კომპოზიცია, რომელშიც ჯგუფის ხუთი წევრი უკრავს.	2	1	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356187.mp3	ამ პროექტების განხილვა და დამტკიცება სახალხო კრებას ევალებოდა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356183.mp3	სახელი ეწოდა ნაყოფიერების რომაული ღვთაების, მერკურის დედის, მაიას მიხედვით.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356190.mp3	ორაგულისებრთა ოჯახის ყველაზე დიდი წარმომადგენელია.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356179.mp3	ჰქონდა უფსალის უნივერსიტეტის ხარისხი მათემატიკაში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356188.mp3	ქალაქი მდებარეობს ქვეყნის ცენტრალურ ნაწილში მდებარე მთებს შორის.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356178.mp3	ამდენად სომხეთში მათი მიზნების განსახორციელებლად და საქართველოსთან ომის დასაწყებად ბრიტანელების შემოსვლა ხელსაყრელად მოვლენად ჩათვალეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356182.mp3	ისინი მალულად და უნებართვოდ დაქორწინდნენ რასაც დიდი აჟიოტაჟი მოჰყვა რის გამოც წყვილი ბრიუსელში გაიქცა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356189.mp3	ერთი, სალივანი, დამნაშავეთა აგენტია სამართალდამცავ ორგანოებში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356220.mp3	მან მხოლოდ ერთ მატჩში მიიღო მონაწილეობა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356197.mp3	ფართოდ არის გავრცელებული თბილი და ზომიერი სარტყლის ზღვებში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356199.mp3	ასევე, საფრანგეთმა, გაერთიანებულმა სამეფომ და იტალიამ იმავე დღეს საიდუმლო „სამმხრივი შეთანხმება“ დადეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356200.mp3	გურიაში პოლონური მონეტების გავრცელების კიდევ ორი შემთხვევაა დაფიქსირებული.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356210.mp3	კუნძულს ესაზღვრება: ვისაიანის და სიბუიანის ზღვები, სამხრეთიდან კი სულუს ზღვა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356209.mp3	ეკლესიის საკურთხეველში დგას ტრაპეზის ქვა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356207.mp3	არსებობს მისივე სახელობის მუსიკალური ათწლედი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356208.mp3	აღსანიშნავია, რომ მას სახელი მამის კიდევ ერთი საყვარლის, დიანა დე პუატიეს პატივსაცემად დაარქვეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356206.mp3	საოცარია, მაგრამ ინცინდენტის დროს არავინ დაღუპულა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356198.mp3	განვითარებულია ტურიზმი, ალპინიზმი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356217.mp3	ეს ცნება ხელახლა შემოტანილი იქნება კარტოგრაფიის სფეროში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356216.mp3	ჰანიბალმა აირჩია მესამე, უფრო ძნელად სავალი გზა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356218.mp3	ისეთი საკითხები, როგორიცაა სიცოცხლის წარმოშობა და განვითარება.	2	1	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356219.mp3	მაქსიმილიანი ზრუნავდა და დიდ ყურადღებას უთმობდა ახალ მეუღლეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356226.mp3	მისი ავტორები არიან მიკ ჯეგერი და კით რიჩარდსი.	2	1	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356228.mp3	ამიტომ, შეგვიძლია პირდაპირ დავწეროთ, რომ ეს არის ხუთი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356233.mp3	იგი არის ასობით სამეცნიერო ნაშრომის ავტორი კონსტიტუციური სამართლისა და პოლიტიკური სისტემის საკითხებში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356231.mp3	მისი ნაწერები ნათარგმნია მრავალ ენაზე, მათშორის რუსულად, გერმანულად და ფრანგულად.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356230.mp3	დასავლურ სალიტერატურო ენაზე ლაპარაკობენ თურქეთში, ლიბანში, სირიაში, ევროპის ქვეყნებში, ამერიკაში მცხოვრები სომხები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356227.mp3	შემდეგ ისინი არგონავტებმა გადაარჩინეს და კოლხეთში დააბრუნეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356235.mp3	არის იტალიაში პროგრესული როკის მსმენელთა ერთ-ერთი საყვარელი ჩანაწერი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356234.mp3	საბჭოს აქვს რეგიონული კომისიები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356229.mp3	მდებარეობს კავკასიონის მთავარ ქედზე, მდინარე ცხენისწყლის სათავეში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356232.mp3	შემდეგ ბიზანტიელებმა ციხის მახლობლად კლდეზე გაშენებულ სოფელზე მიიტანეს იერიში, დაარბიეს და გადაწვეს იგი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356274.mp3	მთელი წლის განმავლობაში წყალუხვია, მოაქვს ბევრი ნატანი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356262.mp3	ურ-ნამუმ განაახლა საირიგაციო არხები.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356264.mp3	პროვინციის კლიმატი ტროპიკულია, ზღვის დონიდან მაღალი მდებარეობის გამო გამოწვეული ზოგიერთი ცვალებადობით.	2	1	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356263.mp3	თუშეთ-ხევსურეთის კავკასიონი მდებარეობს ზომიერ ნოტიო ჰავის ოლქში და ახასიათებს ჰავის სიმაღლებრივი ზონალურობა.	2	1	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356261.mp3	საგუბერნატოროს ადმინისტრაციული ცენტრია ქალაქი ტანტა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356265.mp3	უდიდესი ქალაქია კირჯალი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356272.mp3	ჩამწერ ლეიბლთან ხელშეკრულებით ჯგუფს პირველი საკუთარი ალბომის ჩაწერის შესაძლებლობა მიეცა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356273.mp3	დაწერილია სხვადასხვა ავტორის მიერ.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356270.mp3	უკანასკნელი წლების განმავლობაში ინსტიტუტში გამოქვეყნებულია მრავალი სამეცნიერო შრომა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356277.mp3	მოქმედი გამარჯვებულია მოსკოვის „ცსკა“.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356288.mp3	იგივე პერსონაჟი მეცხრე სეზონში ერთ-ერთ წამყვან როლს ასრულებდა.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356289.mp3	მის მომჟავო წვნიან ნაყოფს იყენებენ მედიცინასა და საკონდიტრო წარმოებაში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356290.mp3	მდებარეობს კუნძულის ჩრდილოეთ სანაპიროს ცენტრში.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356287.mp3	ეს მოვლენა კარგად არის გამოხატული ტროპოსფეროს მაღალ ფენებში საქართველოს ტერიტორიაზეც.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356306.mp3	ასევე მას ესაზღვრება პორტუგალია და ატლანტის ოკეანე.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356308.mp3	ალყა მეოთხე ჯვაროსნული ლაშქრობის ერთ-ერთი მთავარი შედეგი იყო.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356307.mp3	ოსმალების ოკუპაციის პერიოდში გადააკეთეს მეჩეთად.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356309.mp3	ამ მიმართულებით პირველი ნაბიჯი ქუთაისის ახალგაზრდა მარქსისტთა ორგანიზაციებმა გადადგეს.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356310.mp3	ფონდის დირექტორის მოადგილეა მურმან პატარაია.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356319.mp3	პროვინციის ადმინისტრაციული ცენტრია ქალაქი სერო-დე-პასკო.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356318.mp3	აქ აგრეთვე მისდევენ მეცხოველეობას.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356320.mp3	იგი პოულობს ჯიბის საათს ოთახში და აგროვებს ნივთებს კედლებზე.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356317.mp3	ის უკრავს ბას გიტარაზე და არის ჯგუფის თვითაღიარებული ლიდერი.	2	0	twenties	female		ka	
5f32b3b7de95628cddc9627e7664e8b19c11e86c980e29bb65d20031582fab11197f90e2dedfaefa484dff435655c9372f228d0a5d0f2b0125c6e1b0ded727e0	common_voice_ka_21356316.mp3	მდებარეობს ფარვანის პროვინციაში და წარმოადგენს მისსავე ადმინისტრაციულ ცენტრს.	2	0	twenties	female		ka	
